Date,Relative Humidity (%),Temperature (C),Solar Radiation (kWh/m²),Wind Speed (m/s),Precipitation (mm),District
20180420,54.81,10.25,23.17,2.62,0.0,ISTARAVSHAN
20180420,55.31,9.44,25.13,2.71,0.0,JRASULOV
20180420,50.31,12.52,25.13,1.88,0.0,KHUJAND
20180420,72.88,6.01,20.14,2.29,0.06,KULOB
20180421,40.75,14.65,26.74,2.83,0.0,BGAFUROV
20180421,37.31,16.24,26.72,1.62,0.0,BOKHTAR
20180421,43.0,11.83,24.76,2.28,0.0,DUSHANBE
20180421,42.88,15.38,27.28,2.83,0.0,ISTARAVSHAN
20180421,40.75,14.65,26.74,2.83,0.0,JRASULOV
20180421,43.38,16.23,26.74,2.48,0.0,KHUJAND
20180421,50.12,10.52,26.22,1.92,0.0,KULOB
20180422,34.69,18.87,23.61,3.32,0.0,BGAFUROV
20180422,32.5,19.65,26.28,2.03,0.0,BOKHTAR
20180422,35.94,15.38,24.02,2.54,0.0,DUSHANBE
20180422,38.19,19.67,23.91,3.6,0.0,ISTARAVSHAN
20180422,34.69,18.87,23.61,3.32,0.0,JRASULOV
20180422,39.88,19.86,23.61,4.02,0.0,KHUJAND
20180422,35.31,14.1,26.89,2.51,0.0,KULOB
20180423,44.75,21.04,18.48,3.16,0.0,BGAFUROV
20180423,35.75,23.33,21.79,2.44,0.0,BOKHTAR
20180423,39.62,19.42,22.1,2.71,0.0,DUSHANBE
20180423,46.31,21.75,19.8,3.41,0.0,ISTARAVSHAN
20180423,44.75,21.04,18.48,3.16,0.0,JRASULOV
20180423,53.38,21.78,18.48,2.76,0.0,KHUJAND
20180423,42.25,17.67,23.83,2.41,0.0,KULOB
20180424,45.19,21.13,13.18,5.48,4.05,BGAFUROV
20180424,47.75,21.72,12.81,4.17,2.03,BOKHTAR
20180424,51.44,18.2,10.98,3.35,3.45,DUSHANBE
20180424,43.62,22.23,13.63,5.95,2.8,ISTARAVSHAN
20180424,45.19,21.13,13.18,5.48,4.05,JRASULOV
20180424,50.25,21.59,13.18,5.95,4.68,KHUJAND
20180424,51.94,17.47,16.47,3.7,0.6,KULOB
20180425,77.5,11.67,9.52,4.06,4.0,BGAFUROV
20180425,61.0,18.12,17.17,2.8,2.77,BOKHTAR
20180425,66.81,14.33,16.16,2.59,3.81,DUSHANBE
20180425,75.81,12.48,11.28,3.55,2.58,ISTARAVSHAN
20180425,77.5,11.67,9.52,4.06,4.0,JRASULOV
20180425,68.62,14.51,9.52,4.7,2.16,KHUJAND
20180425,74.5,12.08,13.63,2.74,7.71,KULOB
20180426,56.94,13.75,26.69,3.06,0.02,BGAFUROV
20180426,42.94,19.12,27.68,1.58,0.01,BOKHTAR
20180426,47.12,15.44,26.76,2.04,0.04,DUSHANBE
20180426,61.12,13.7,25.76,3.19,0.0,ISTARAVSHAN
20180426,56.94,13.75,26.69,3.06,0.02,JRASULOV
20180426,55.38,15.49,26.69,3.22,0.0,KHUJAND
20180426,54.62,13.6,28.04,2.2,0.41,KULOB
20180427,49.38,14.98,27.77,2.79,0.0,BGAFUROV
20180427,38.88,21.05,28.05,1.45,0.0,BOKHTAR
20180427,41.94,17.14,26.54,2.1,0.0,DUSHANBE
20180427,52.5,14.95,27.09,2.72,0.0,ISTARAVSHAN
20180427,49.38,14.98,27.77,2.79,0.0,JRASULOV
20180427,49.31,16.62,27.77,2.11,0.0,KHUJAND
20180427,49.38,15.3,27.31,1.92,0.06,KULOB
20180428,32.94,19.55,28.75,3.77,0.0,BGAFUROV
20180428,32.0,23.8,28.24,1.49,0.0,BOKHTAR
20180428,33.38,19.99,28.91,1.89,0.0,DUSHANBE
20180428,37.19,19.37,29.7,3.77,0.0,ISTARAVSHAN
20180428,32.94,19.55,28.75,3.77,0.0,JRASULOV
20180428,38.44,20.34,28.75,4.05,0.0,KHUJAND
20180428,40.56,18.19,28.7,1.96,0.0,KULOB
20180429,32.44,21.58,27.61,3.7,0.0,BGAFUROV
20180429,26.56,25.33,28.32,1.84,0.0,BOKHTAR
20180429,28.94,21.12,27.87,2.3,0.0,DUSHANBE
20180429,37.25,21.62,28.53,3.72,0.0,ISTARAVSHAN
20180429,32.44,21.58,27.61,3.7,0.0,JRASULOV
20180429,37.38,22.32,27.61,2.2,0.0,KHUJAND
20180429,37.25,18.83,28.3,2.42,0.0,KULOB
20180430,40.56,20.78,18.64,4.06,0.27,BGAFUROV
20180430,30.0,25.4,23.0,2.7,0.11,BOKHTAR
20180430,33.81,21.51,21.28,2.73,0.03,DUSHANBE
20180430,41.25,21.22,18.73,3.88,0.02,ISTARAVSHAN
20180430,40.56,20.78,18.64,4.06,0.27,JRASULOV
20180430,37.56,22.75,18.64,3.18,0.12,KHUJAND
20180430,41.5,19.09,24.41,2.79,0.03,KULOB
20180501,78.12,11.87,5.58,4.08,5.17,BGAFUROV
20180501,47.5,21.43,15.11,3.28,1.02,BOKHTAR
20180501,60.06,16.72,9.78,3.07,2.68,DUSHANBE
20180501,79.25,11.82,6.11,3.8,3.71,ISTARAVSHAN
20180501,78.12,11.87,5.58,4.08,5.17,JRASULOV
20180501,76.62,13.73,5.58,4.24,3.58,KHUJAND
20180501,63.69,15.05,10.07,2.91,2.38,KULOB
20180502,55.69,13.42,25.38,2.89,0.07,BGAFUROV
20180502,51.62,19.24,12.64,2.77,0.62,BOKHTAR
20180502,59.69,15.98,17.63,1.87,0.68,DUSHANBE
20180502,52.62,13.95,20.61,3.27,0.0,ISTARAVSHAN
20180502,55.69,13.42,25.38,2.89,0.07,JRASULOV
20180502,58.0,15.43,25.38,3.13,0.0,KHUJAND
20180502,64.75,14.24,11.0,2.42,0.67,KULOB
20180503,49.81,15.83,23.61,2.99,0.02,BGAFUROV
20180503,65.06,16.9,24.7,1.77,0.35,BOKHTAR
20180503,63.38,14.24,17.47,1.84,0.94,DUSHANBE
20180503,50.12,16.51,23.62,3.2,0.0,ISTARAVSHAN
20180503,49.81,15.83,23.61,2.99,0.02,JRASULOV
20180503,50.25,17.69,23.61,2.69,0.0,KHUJAND
20180503,75.06,11.06,20.35,1.43,1.8,KULOB
20180504,46.56,18.4,27.79,2.79,0.01,BGAFUROV
20180504,41.81,22.15,28.12,1.18,0.0,BOKHTAR
20180504,48.38,17.67,25.93,1.8,0.0,DUSHANBE
20180504,49.5,18.4,26.73,2.84,0.0,ISTARAVSHAN
20180504,46.56,18.4,27.79,2.79,0.01,JRASULOV
20180504,49.38,19.41,27.79,2.1,0.0,KHUJAND
20180504,52.19,15.53,28.25,1.97,0.02,KULOB
20180505,45.44,18.23,28.68,3.73,0.11,BGAFUROV
20180505,29.75,23.52,27.05,1.97,0.0,BOKHTAR
20180505,34.38,19.43,25.33,2.12,0.0,DUSHANBE
20180505,44.94,18.72,26.91,3.74,0.01,ISTARAVSHAN
20180505,45.44,18.23,28.68,3.73,0.11,JRASULOV
20180505,42.62,20.34,28.68,3.05,0.08,KHUJAND
20180505,40.06,17.01,27.34,2.02,0.0,KULOB
20180506,40.94,17.29,28.37,4.01,0.01,BGAFUROV
20180506,39.31,21.83,20.57,2.69,2.47,BOKHTAR
20180506,45.25,17.9,21.37,2.7,2.46,DUSHANBE
20180506,40.25,17.86,22.43,3.37,0.0,ISTARAVSHAN
20180506,40.94,17.29,28.37,4.01,0.01,JRASULOV
20180506,37.94,18.9,28.37,4.29,0.0,KHUJAND
20180506,60.62,14.4,19.53,2.14,7.48,KULOB
20180507,37.81,15.6,30.63,3.17,0.01,BGAFUROV
20180507,42.81,21.25,27.88,2.08,0.25,BOKHTAR
20180507,48.44,17.11,24.42,2.55,0.62,DUSHANBE
20180507,42.0,15.3,29.23,2.93,0.0,ISTARAVSHAN
20180507,37.81,15.6,30.63,3.17,0.01,JRASULOV
20180507,37.62,16.57,30.63,2.08,0.0,KHUJAND
20180507,60.19,14.92,27.88,2.02,1.39,KULOB
20180508,35.38,18.6,29.8,3.4,0.0,BGAFUROV
20180508,32.06,22.38,28.62,1.93,0.0,BOKHTAR
20180508,39.75,18.25,25.53,2.25,0.0,DUSHANBE
20180508,37.69,18.69,28.8,3.45,0.0,ISTARAVSHAN
20180508,35.38,18.6,29.8,3.4,0.0,JRASULOV
20180508,30.44,19.64,29.8,2.6,0.0,KHUJAND
20180508,44.31,16.15,28.55,1.84,0.01,KULOB
20180509,33.06,20.82,27.47,3.71,0.0,BGAFUROV
20180509,23.12,24.1,28.33,1.87,0.0,BOKHTAR
20180509,29.38,19.72,27.21,2.34,0.0,DUSHANBE
20180509,34.19,21.01,28.52,3.52,0.0,ISTARAVSHAN
20180509,33.06,20.82,27.47,3.71,0.0,JRASULOV
20180509,31.0,22.64,27.47,2.52,0.0,KHUJAND
20180509,38.62,17.61,28.19,1.99,0.0,KULOB
20180510,31.94,25.48,25.14,3.8,0.0,BGAFUROV
20180510,24.0,27.83,28.1,1.91,0.0,BOKHTAR
20180510,29.81,23.44,25.06,2.34,0.0,DUSHANBE
20180510,33.25,25.91,25.3,3.91,0.0,ISTARAVSHAN
20180510,31.94,25.48,25.14,3.8,0.0,JRASULOV
20180510,30.62,26.52,25.14,2.65,0.0,KHUJAND
20180510,32.56,21.58,27.6,2.32,0.0,KULOB
20180511,36.12,27.77,23.04,4.82,0.01,BGAFUROV
20180511,27.69,29.69,24.79,4.93,0.12,BOKHTAR
20180511,32.19,25.81,22.62,4.14,0.42,DUSHANBE
20180511,39.38,27.76,22.68,4.93,0.05,ISTARAVSHAN
20180511,36.12,27.77,23.04,4.82,0.01,JRASULOV
20180511,41.88,28.81,23.04,6.3,0.0,KHUJAND
20180511,39.56,23.76,27.33,4.36,0.01,KULOB
20180512,72.0,19.89,12.12,2.84,3.64,BGAFUROV
20180512,57.69,22.52,12.06,1.91,2.66,BOKHTAR
20180512,70.69,17.88,12.05,2.02,3.89,DUSHANBE
20180512,69.62,20.99,14.83,2.92,4.03,ISTARAVSHAN
20180512,72.0,19.89,12.12,2.84,3.64,JRASULOV
20180512,71.25,22.13,12.12,2.51,2.65,KHUJAND
20180512,71.75,16.51,8.69,3.3,3.97,KULOB
20180513,73.12,16.9,10.5,2.76,4.06,BGAFUROV
20180513,55.5,21.83,13.96,2.47,0.72,BOKHTAR
20180513,70.06,16.37,10.5,1.47,1.37,DUSHANBE
20180513,72.69,17.38,9.83,2.3,2.89,ISTARAVSHAN
20180513,73.12,16.9,10.5,2.76,4.06,JRASULOV
20180513,73.88,18.65,10.5,2.42,3.1,KHUJAND
20180513,57.94,16.9,12.69,2.48,0.59,KULOB
20180514,78.88,15.01,12.43,2.25,5.58,BGAFUROV
20180514,59.06,19.65,17.36,1.93,5.02,BOKHTAR
20180514,71.56,14.73,13.64,1.65,7.35,DUSHANBE
20180514,75.38,16.24,11.81,2.29,13.15,ISTARAVSHAN
20180514,78.88,15.01,12.43,2.25,5.58,JRASULOV
20180514,75.88,17.76,12.43,2.25,3.88,KHUJAND
20180514,68.69,14.6,13.37,2.55,5.82,KULOB
20180515,62.44,16.74,22.91,3.43,0.4,BGAFUROV
20180515,59.06,19.51,9.38,2.26,1.9,BOKHTAR
20180515,68.75,15.21,15.02,1.23,3.54,DUSHANBE
20180515,61.69,17.91,18.09,2.91,0.41,ISTARAVSHAN
20180515,62.44,16.74,22.91,3.43,0.4,JRASULOV
20180515,59.25,20.26,22.91,2.73,0.06,KHUJAND
20180515,65.62,14.36,10.21,2.48,1.58,KULOB
20180516,55.38,16.33,12.63,3.62,7.27,BGAFUROV
20180516,60.12,19.44,17.73,1.27,6.18,BOKHTAR
20180516,72.75,14.32,11.2,1.78,8.12,DUSHANBE
20180516,52.06,18.17,10.81,3.59,10.85,ISTARAVSHAN
20180516,55.38,16.33,12.63,3.62,7.27,JRASULOV
20180516,53.62,18.89,12.63,3.58,4.58,KHUJAND
20180516,71.56,14.04,20.29,2.06,8.61,KULOB
20180517,54.75,16.76,23.6,2.09,2.76,BGAFUROV
20180517,59.5,19.22,18.5,1.29,6.43,BOKHTAR
20180517,66.5,14.64,12.55,1.63,4.63,DUSHANBE
20180517,52.25,18.53,16.03,2.4,3.46,ISTARAVSHAN
20180517,54.75,16.76,23.6,2.09,2.76,JRASULOV
20180517,47.62,20.34,23.6,2.02,0.88,KHUJAND
20180517,71.62,13.67,21.82,1.72,9.39,KULOB
20180518,51.31,16.65,22.23,3.94,0.67,BGAFUROV
20180518,66.94,17.45,13.42,1.74,5.75,BOKHTAR
20180518,71.81,13.63,10.34,1.39,5.41,DUSHANBE
20180518,51.25,17.44,15.98,3.2,1.1,ISTARAVSHAN
20180518,51.31,16.65,22.23,3.94,0.67,JRASULOV
20180518,42.5,20.19,22.23,3.98,0.15,KHUJAND
20180518,78.75,11.77,10.57,1.79,6.35,KULOB
20180519,49.25,15.41,19.36,3.51,1.67,BGAFUROV
20180519,72.81,16.43,11.92,2.34,8.08,BOKHTAR
20180519,78.81,12.81,8.36,1.95,9.45,DUSHANBE
20180519,51.62,15.58,10.88,3.35,1.03,ISTARAVSHAN
20180519,49.25,15.41,19.36,3.51,1.67,JRASULOV
20180519,44.0,17.51,19.36,3.3,0.22,KHUJAND
20180519,86.25,10.56,8.55,2.47,12.19,KULOB
20180520,52.5,16.29,19.1,2.1,1.48,BGAFUROV
20180520,61.69,16.12,20.1,2.04,0.35,BOKHTAR
20180520,72.0,12.37,17.23,1.87,1.77,DUSHANBE
20180520,51.56,17.3,17.45,2.57,2.2,ISTARAVSHAN
20180520,52.5,16.29,19.1,2.1,1.48,JRASULOV
20180520,51.31,18.15,19.1,2.05,0.35,KHUJAND
20180520,69.0,11.48,18.16,1.62,1.13,KULOB
20180521,56.25,17.21,21.26,2.56,0.73,BGAFUROV
20180521,49.81,20.12,23.83,1.83,0.31,BOKHTAR
20180521,54.88,15.84,19.85,1.84,0.94,DUSHANBE
20180521,55.88,18.41,15.41,2.59,2.08,ISTARAVSHAN
20180521,56.25,17.21,21.26,2.56,0.73,JRASULOV
20180521,54.38,20.19,21.26,2.73,0.2,KHUJAND
20180521,61.5,13.34,22.86,1.7,0.48,KULOB
20180522,53.81,17.51,15.19,4.09,0.96,BGAFUROV
20180522,55.62,19.54,26.38,1.44,3.0,BOKHTAR
20180522,55.44,15.81,19.95,1.62,4.76,DUSHANBE
20180522,54.69,19.05,14.46,3.36,1.51,ISTARAVSHAN
20180522,53.81,17.51,15.19,4.09,0.96,JRASULOV
20180522,49.19,21.92,15.19,3.52,0.26,KHUJAND
20180522,71.69,12.3,25.45,1.07,7.8,KULOB
20180523,43.5,19.22,27.85,4.46,0.96,BGAFUROV
20180523,47.25,21.74,26.84,1.47,1.12,BOKHTAR
20180523,50.44,17.35,23.23,1.58,2.07,DUSHANBE
20180523,42.75,20.69,21.89,3.9,1.22,ISTARAVSHAN
20180523,43.5,19.22,27.85,4.46,0.96,JRASULOV
20180523,40.5,21.67,27.85,4.86,0.31,KHUJAND
20180523,58.81,14.14,28.23,1.8,0.84,KULOB
20180524,38.88,17.86,31.07,3.2,0.0,BGAFUROV
20180524,38.0,23.53,29.85,1.49,0.0,BOKHTAR
20180524,41.69,18.77,29.66,2.61,0.0,DUSHANBE
20180524,40.81,18.12,31.24,2.88,0.0,ISTARAVSHAN
20180524,38.88,17.86,31.07,3.2,0.0,JRASULOV
20180524,38.38,19.8,31.07,2.48,0.0,KHUJAND
20180524,51.25,16.44,31.16,2.29,0.0,KULOB
20180525,30.0,21.44,31.58,3.23,0.0,BGAFUROV
20180525,33.31,25.32,29.2,1.63,0.0,BOKHTAR
20180525,35.5,21.23,29.85,2.07,0.0,DUSHANBE
20180525,35.5,20.97,31.26,3.3,0.0,ISTARAVSHAN
20180525,30.0,21.44,31.58,3.23,0.0,JRASULOV
20180525,29.06,23.29,31.58,2.8,0.0,KHUJAND
20180525,43.31,19.15,29.99,2.13,0.0,KULOB
20180526,30.44,23.62,30.92,3.31,0.0,BGAFUROV
20180526,36.06,25.8,29.67,1.83,0.0,BOKHTAR
20180526,32.94,22.15,29.7,2.11,0.01,DUSHANBE
20180526,33.62,23.87,29.6,3.33,0.0,ISTARAVSHAN
20180526,30.44,23.62,30.92,3.31,0.0,JRASULOV
20180526,25.19,26.26,30.92,2.23,0.0,KHUJAND
20180526,43.31,19.68,29.59,1.84,0.02,KULOB
20180527,33.06,24.46,25.73,4.34,0.26,BGAFUROV
20180527,30.31,26.84,28.45,2.7,0.1,BOKHTAR
20180527,32.25,22.85,26.39,2.66,0.39,DUSHANBE
20180527,32.5,25.27,26.88,4.76,0.3,ISTARAVSHAN
20180527,33.06,24.46,25.73,4.34,0.26,JRASULOV
20180527,25.38,27.33,25.73,4.95,0.11,KHUJAND
20180527,43.88,20.19,29.35,2.55,0.56,KULOB
20180528,55.19,13.33,26.9,3.56,3.82,BGAFUROV
20180528,39.0,21.59,23.65,3.5,0.59,BOKHTAR
20180528,49.19,17.51,23.3,3.12,1.55,DUSHANBE
20180528,55.56,13.58,25.14,3.7,3.5,ISTARAVSHAN
20180528,55.19,13.33,26.9,3.56,3.82,JRASULOV
20180528,44.5,15.43,26.9,5.25,3.84,KHUJAND
20180528,65.88,13.81,17.16,3.01,5.58,KULOB
20180529,36.0,18.19,31.14,3.34,0.0,BGAFUROV
20180529,30.81,21.67,30.21,2.03,0.0,BOKHTAR
20180529,41.62,17.72,29.16,2.4,0.0,DUSHANBE
20180529,38.38,18.52,31.25,3.36,0.0,ISTARAVSHAN
20180529,36.0,18.19,31.14,3.34,0.0,JRASULOV
20180529,30.12,20.08,31.14,2.84,0.0,KHUJAND
20180529,56.06,15.22,30.49,2.44,0.0,KULOB
20180530,39.19,15.94,25.5,4.18,0.0,BGAFUROV
20180530,27.94,22.42,29.52,1.59,0.0,BOKHTAR
20180530,33.69,18.44,25.15,2.52,0.0,DUSHANBE
20180530,40.88,16.19,25.91,3.7,0.0,ISTARAVSHAN
20180530,39.19,15.94,25.5,4.18,0.0,JRASULOV
20180530,36.06,16.94,25.5,4.31,0.0,KHUJAND
20180530,41.62,16.37,28.96,2.23,0.0,KULOB
20180531,33.19,18.98,23.04,3.19,0.0,BGAFUROV
20180531,27.06,24.9,28.64,1.96,0.0,BOKHTAR
20180531,30.88,20.81,25.03,2.41,0.0,DUSHANBE
20180531,37.12,18.81,22.9,3.23,0.0,ISTARAVSHAN
20180531,33.19,18.98,23.04,3.19,0.0,JRASULOV
20180531,27.31,20.48,23.04,3.27,0.0,KHUJAND
20180531,36.31,18.74,28.57,2.31,0.0,KULOB
20180601,34.0,23.29,28.5,3.8,0.0,BGAFUROV
20180601,28.94,26.68,30.34,1.56,0.0,BOKHTAR
20180601,34.44,22.19,30.17,2.25,0.0,DUSHANBE
20180601,36.06,23.53,30.92,3.76,0.0,ISTARAVSHAN
20180601,34.0,23.29,28.5,3.8,0.0,JRASULOV
20180601,25.69,25.48,28.5,2.47,0.0,KHUJAND
20180601,39.25,20.15,30.9,2.18,0.0,KULOB
20180602,37.56,24.83,17.51,4.41,0.0,BGAFUROV
20180602,31.56,28.56,27.95,2.34,0.0,BOKHTAR
20180602,36.44,24.44,25.99,2.66,0.0,DUSHANBE
20180602,39.81,25.04,21.74,4.61,0.0,ISTARAVSHAN
20180602,37.56,24.83,17.51,4.41,0.0,JRASULOV
20180602,32.62,27.05,17.51,4.51,0.02,KHUJAND
20180602,40.56,22.18,29.46,2.63,0.0,KULOB
20180603,63.94,18.34,11.22,4.02,1.01,BGAFUROV
20180603,28.12,30.8,26.12,2.7,0.0,BOKHTAR
20180603,33.62,26.56,24.31,2.53,0.0,DUSHANBE
20180603,68.0,17.85,14.31,3.51,0.82,ISTARAVSHAN
20180603,63.94,18.34,11.22,4.02,1.01,JRASULOV
20180603,55.06,19.88,11.22,4.91,1.04,KHUJAND
20180603,45.19,23.94,28.15,2.68,0.0,KULOB
20180604,50.69,19.39,15.66,3.09,0.21,BGAFUROV
20180604,35.25,27.47,25.76,2.91,0.0,BOKHTAR
20180604,43.12,23.46,19.51,3.25,0.02,DUSHANBE
20180604,50.31,19.03,18.2,3.35,0.13,ISTARAVSHAN
20180604,50.69,19.39,15.66,3.09,0.21,JRASULOV
20180604,38.44,21.05,15.66,2.77,0.56,KHUJAND
20180604,51.0,21.51,25.59,2.62,0.0,KULOB
20180605,39.94,23.5,29.21,2.94,0.06,BGAFUROV
20180605,27.88,27.93,28.86,1.94,0.0,BOKHTAR
20180605,36.88,23.48,24.95,2.66,0.03,DUSHANBE
20180605,43.94,23.09,26.77,3.32,0.0,ISTARAVSHAN
20180605,39.94,23.5,29.21,2.94,0.06,JRASULOV
20180605,35.5,25.52,29.21,3.47,0.01,KHUJAND
20180605,46.25,21.4,28.93,2.36,0.54,KULOB
20180606,33.56,26.1,29.98,3.32,0.0,BGAFUROV
20180606,23.88,30.45,29.79,1.67,0.0,BOKHTAR
20180606,30.81,26.07,29.87,2.4,0.0,DUSHANBE
20180606,37.31,26.43,30.91,2.92,0.0,ISTARAVSHAN
20180606,33.56,26.1,29.98,3.32,0.0,JRASULOV
20180606,27.5,28.82,29.98,3.01,0.0,KHUJAND
20180606,42.75,23.05,31.06,2.15,0.02,KULOB
20180607,26.19,28.47,28.44,3.8,0.12,BGAFUROV
20180607,21.56,31.46,30.28,2.19,0.0,BOKHTAR
20180607,30.38,26.8,28.07,2.48,0.02,DUSHANBE
20180607,33.12,28.95,26.13,3.34,0.17,ISTARAVSHAN
20180607,26.19,28.47,28.44,3.8,0.12,JRASULOV
20180607,24.25,30.99,28.44,3.15,0.03,KHUJAND
20180607,40.62,24.21,29.95,2.55,0.01,KULOB
20180608,30.38,27.12,27.14,4.78,1.1,BGAFUROV
20180608,24.12,31.03,27.02,3.75,0.16,BOKHTAR
20180608,29.88,26.38,24.71,3.56,0.67,DUSHANBE
20180608,34.88,27.96,23.91,4.2,1.9,ISTARAVSHAN
20180608,30.38,27.12,27.14,4.78,1.1,JRASULOV
20180608,28.38,29.82,27.14,4.45,0.38,KHUJAND
20180608,40.0,23.63,25.76,3.13,0.78,KULOB
20180609,42.38,23.9,24.98,3.84,4.58,BGAFUROV
20180609,24.0,27.98,28.04,2.33,0.01,BOKHTAR
20180609,32.12,23.47,25.73,3.0,0.14,DUSHANBE
20180609,48.56,24.11,22.06,3.34,3.03,ISTARAVSHAN
20180609,42.38,23.9,24.98,3.84,4.58,JRASULOV
20180609,39.81,26.14,24.98,3.36,2.95,KHUJAND
20180609,41.56,20.86,28.44,2.73,0.44,KULOB
20180610,41.38,24.05,25.32,3.55,0.16,BGAFUROV
20180610,24.69,27.63,28.02,2.64,0.09,BOKHTAR
20180610,31.25,23.72,23.17,2.59,0.32,DUSHANBE
20180610,42.56,24.51,20.68,3.31,0.05,ISTARAVSHAN
20180610,41.38,24.05,25.32,3.55,0.16,JRASULOV
20180610,33.19,26.83,25.32,3.88,0.22,KHUJAND
20180610,43.06,20.55,28.61,2.42,0.3,KULOB
20180611,35.44,23.57,27.4,3.2,0.06,BGAFUROV
20180611,21.38,27.5,29.49,2.94,0.02,BOKHTAR
20180611,28.69,23.94,24.4,2.85,0.16,DUSHANBE
20180611,37.81,23.75,23.83,3.5,0.03,ISTARAVSHAN
20180611,35.44,23.57,27.4,3.2,0.06,JRASULOV
20180611,26.44,26.15,27.4,3.7,0.03,KHUJAND
20180611,40.31,20.61,28.26,2.92,0.12,KULOB
20180612,31.38,24.55,29.38,3.64,0.25,BGAFUROV
20180612,17.0,29.08,30.6,2.27,0.0,BOKHTAR
20180612,23.25,25.01,26.62,2.27,0.0,DUSHANBE
20180612,35.25,24.98,27.36,3.48,0.13,ISTARAVSHAN
20180612,31.38,24.55,29.38,3.64,0.25,JRASULOV
20180612,24.12,27.87,29.38,3.88,0.16,KHUJAND
20180612,35.06,21.73,30.17,2.41,0.0,KULOB
20180613,26.81,26.39,29.5,3.23,0.0,BGAFUROV
20180613,17.62,29.9,30.4,2.55,0.0,BOKHTAR
20180613,25.44,25.44,28.14,2.7,0.0,DUSHANBE
20180613,31.81,26.5,25.99,3.28,0.0,ISTARAVSHAN
20180613,26.81,26.39,29.5,3.23,0.0,JRASULOV
20180613,22.25,28.9,29.5,2.97,0.0,KHUJAND
20180613,33.62,22.65,30.97,2.53,0.0,KULOB
20180614,41.69,22.94,21.56,3.53,2.28,BGAFUROV
20180614,18.81,30.3,26.52,4.01,0.01,BOKHTAR
20180614,23.19,26.5,23.3,3.48,0.12,DUSHANBE
20180614,44.75,23.37,18.43,3.55,1.85,ISTARAVSHAN
20180614,41.69,22.94,21.56,3.53,2.28,JRASULOV
20180614,35.06,26.29,21.56,3.89,1.73,KHUJAND
20180614,33.31,22.99,25.52,3.5,0.0,KULOB
20180615,63.38,19.48,23.85,3.05,15.39,BGAFUROV
20180615,29.62,26.11,25.33,3.51,1.6,BOKHTAR
20180615,37.62,22.02,16.85,3.26,3.69,DUSHANBE
20180615,62.69,20.17,18.15,3.0,10.8,ISTARAVSHAN
20180615,63.38,19.48,23.85,3.05,15.39,JRASULOV
20180615,54.25,23.15,23.85,2.8,12.55,KHUJAND
20180615,53.12,18.0,21.88,2.77,2.21,KULOB
20180616,51.62,21.92,30.53,2.5,1.1,BGAFUROV
20180616,22.88,27.33,30.75,1.41,0.0,BOKHTAR
20180616,30.62,22.73,28.92,2.23,0.01,DUSHANBE
20180616,52.44,22.16,29.4,2.79,0.6,ISTARAVSHAN
20180616,51.62,21.92,30.53,2.5,1.1,JRASULOV
20180616,44.94,24.92,30.53,1.63,0.86,KHUJAND
20180616,37.88,20.52,31.14,1.61,0.03,KULOB
20180617,43.19,24.3,31.04,2.99,0.0,BGAFUROV
20180617,21.62,29.1,30.38,2.61,0.0,BOKHTAR
20180617,29.19,24.7,28.77,2.76,0.0,DUSHANBE
20180617,40.88,24.83,29.69,3.12,0.0,ISTARAVSHAN
20180617,43.19,24.3,31.04,2.99,0.0,JRASULOV
20180617,36.94,26.88,31.04,2.52,0.0,KHUJAND
20180617,35.44,21.93,30.47,2.66,0.0,KULOB
20180618,38.62,25.52,30.56,3.04,0.0,BGAFUROV
20180618,16.62,29.99,30.56,2.32,0.0,BOKHTAR
20180618,23.62,26.08,26.75,2.16,0.0,DUSHANBE
20180618,35.81,26.46,27.12,3.14,0.0,ISTARAVSHAN
20180618,38.62,25.52,30.56,3.04,0.0,JRASULOV
20180618,27.5,28.76,30.56,2.27,0.0,KHUJAND
20180618,29.56,23.05,30.93,2.53,0.0,KULOB
20180619,38.31,26.08,25.94,3.8,0.04,BGAFUROV
20180619,14.88,30.55,30.84,3.2,0.0,BOKHTAR
20180619,23.81,25.97,28.63,2.88,0.0,DUSHANBE
20180619,36.56,27.8,24.01,3.13,0.01,ISTARAVSHAN
20180619,38.31,26.08,25.94,3.8,0.04,JRASULOV
20180619,31.06,29.27,25.94,3.24,0.05,KHUJAND
20180619,23.56,23.29,30.95,3.3,0.0,KULOB
20180620,44.88,23.91,26.62,3.25,0.18,BGAFUROV
20180620,21.0,29.65,28.71,3.9,0.04,BOKHTAR
20180620,29.38,24.83,23.2,3.2,0.25,DUSHANBE
20180620,41.5,25.52,20.58,3.29,0.36,ISTARAVSHAN
20180620,44.88,23.91,26.62,3.25,0.18,JRASULOV
20180620,33.38,28.1,26.62,3.09,0.03,KHUJAND
20180620,28.75,22.58,26.66,4.21,0.11,KULOB
20180621,40.88,24.29,29.54,2.91,1.16,BGAFUROV
20180621,18.94,28.31,30.5,2.6,0.02,BOKHTAR
20180621,28.56,23.8,25.91,2.43,0.4,DUSHANBE
20180621,36.94,25.03,25.26,2.94,2.53,ISTARAVSHAN
20180621,40.88,24.29,29.54,2.91,1.16,JRASULOV
20180621,27.94,27.19,29.54,2.62,0.39,KHUJAND
20180621,29.38,21.82,30.61,2.88,0.02,KULOB
20180622,35.75,24.76,29.7,3.24,0.25,BGAFUROV
